 1,  331,    2,   75.709
 1,  331,    3,   90.718
 1,  331,    4,  113.629
 1,  331,    5,  123.443
 1,  331,   10,  145.495
 1,  331,   15,  139.895
 1,  331,   20,  144.832
 1,  331,   30,  158.819
 1,  331,   40,  184.705
 1,  331,   50,  191.622
 2,  331,    2,   24.533
 2,  331,    3,   31.173
 2,  331,    4,   43.186
 2,  331,    5,   41.217
 2,  331,   10,   94.509
 2,  331,   15,  127.233
 2,  331,   20,  181.733
 2,  331,   30,  247.637
 2,  331,   40,  274.831
 2,  331,   50,  336.793
 4,  331,    2,   13.249
 4,  331,    3,   19.772
 4,  331,    4,   25.401
 4,  331,    5,   32.420
 4,  331,   10,   66.612
 4,  331,   15,  103.682
 4,  331,   20,  143.427
 4,  331,   30,  198.461
 4,  331,   40,  248.709
 4,  331,   50,  398.066
 6,  331,    2,    9.764
 6,  331,    3,   16.193
 6,  331,    4,   18.982
 6,  331,    5,   25.034
 6,  331,   10,   55.153
 6,  331,   15,   82.956
 6,  331,   20,  104.096
 6,  331,   30,  166.037
 6,  331,   40,  221.312
 6,  331,   50,  305.249
 8,  331,    2,   10.676
 8,  331,    3,   13.659
 8,  331,    4,   16.255
 8,  331,    5,   22.189
 8,  331,   10,   53.631
 8,  331,   15,   63.337
 8,  331,   20,   92.872
 8,  331,   30,  164.073
 8,  331,   40,  186.689
 8,  331,   50,  229.858
