 1,  331,    2,   79.130
 1,  331,    3,   93.803
 1,  331,    4,  111.579
 1,  331,    5,  125.057
 1,  331,   10,  149.889
 1,  331,   15,  147.513
 1,  331,   20,  168.157
 1,  331,   30,  187.894
 1,  331,   40,  136.200
 1,  331,   50,  191.853
 2,  331,    2,   23.678
 2,  331,    3,   32.004
 2,  331,    4,   43.715
 2,  331,    5,   51.002
 2,  331,   10,   89.631
 2,  331,   15,  141.248
 2,  331,   20,  187.812
 2,  331,   30,  249.429
 2,  331,   40,  310.027
 2,  331,   50,  336.861
 4,  331,    2,   13.070
 4,  331,    3,   17.387
 4,  331,    4,   26.179
 4,  331,    5,   30.684
 4,  331,   10,   68.256
 4,  331,   15,  103.729
 4,  331,   20,  141.109
 4,  331,   30,  229.341
 4,  331,   40,  252.662
 4,  331,   50,  414.102
 6,  331,    2,   20.462
 6,  331,    3,   17.236
 6,  331,    4,   19.539
 6,  331,    5,   27.400
 6,  331,   10,   58.275
 6,  331,   15,   80.051
 6,  331,   20,  113.356
 6,  331,   30,  177.359
 6,  331,   40,  218.050
 6,  331,   50,  306.181
 8,  331,    2,   10.156
 8,  331,    3,    7.733
 8,  331,    4,   18.505
 8,  331,    5,   23.827
 8,  331,   10,   45.485
 8,  331,   15,   70.618
 8,  331,   20,   92.661
 8,  331,   30,  141.071
 8,  331,   40,  199.731
 8,  331,   50,  246.831
