 1 ,  331 ,    2 ,   82.441:
 1 ,  331 ,    3 ,  101.316:
 1 ,  331 ,    4 ,  114.040:
 1 ,  331 ,    5 ,  127.024:
 1 ,  331 ,   10 ,  153.846:
 1 ,  331 ,   15 ,  138.753:
 1 ,  331 ,   20 ,  157.563:
 1 ,  331 ,   30 ,  167.253:
 1 ,  331 ,   40 ,  195.468:
 1 ,  331 ,   50 ,  179.464:
 2 ,  331 ,    2 ,   24.346:
 2 ,  331 ,    3 ,   33.654:
 2 ,  331 ,    4 ,   43.985:
 2 ,  331 ,    5 ,   53.659:
 2 ,  331 ,   10 ,   82.941:
 2 ,  331 ,   15 ,  147.948:
 2 ,  331 ,   20 ,  174.878:
 2 ,  331 ,   30 ,  244.829:
 2 ,  331 ,   40 ,  275.644:
 2 ,  331 ,   50 ,  312.718:
 4 ,  331 ,    2 ,   13.977:
 4 ,  331 ,    3 ,   16.880:
 4 ,  331 ,    4 ,   22.366:
 4 ,  331 ,    5 ,   14.540:
 4 ,  331 ,   10 ,   67.778:
 4 ,  331 ,   15 ,  103.692:
 4 ,  331 ,   20 ,  137.404:
 4 ,  331 ,   30 ,  229.638:
 4 ,  331 ,   40 ,  253.165:
 4 ,  331 ,   50 ,  434.315:
 6 ,  331 ,    2 ,   13.932:
 6 ,  331 ,    3 ,   18.338:
 6 ,  331 ,    4 ,   18.837:
 6 ,  331 ,    5 ,   20.601:
 6 ,  331 ,   10 ,   53.533:
 6 ,  331 ,   15 ,   81.664:
 6 ,  331 ,   20 ,  119.934:
 6 ,  331 ,   30 ,  123.617:
 6 ,  331 ,   40 ,  212.200:
 6 ,  331 ,   50 ,  294.369:
 8 ,  331 ,    2 ,    8.864:
 8 ,  331 ,    3 ,   11.846:
 8 ,  331 ,    4 ,    8.057:
 8 ,  331 ,    5 ,   21.831:
 8 ,  331 ,   10 ,   45.353:
 8 ,  331 ,   15 ,   67.661:
 8 ,  331 ,   20 ,   33.837:
 8 ,  331 ,   30 ,  145.841:
 8 ,  331 ,   40 ,  181.621:
 8 ,  331 ,   50 ,  229.616:
