 1,  331,    2,   73.588
 1,  331,    3,   71.847
 1,  331,    4,    9.268
 1,  331,    5,  114.827
 1,  331,   10,  152.359
 1,  331,   15,  151.363
 1,  331,   20,  156.542
 1,  331,   30,  171.054
 1,  331,   40,  183.007
 1,  331,   50,  207.949
 2,  331,    2,   68.037
 2,  331,    3,   34.104
 2,  331,    4,   45.566
 2,  331,    5,   51.166
 2,  331,   10,   80.064
 2,  331,   15,  120.683
 2,  331,   20,  181.589
 2,  331,   30,  253.349
 2,  331,   40,  276.970
 2,  331,   50,  283.974
 4,  331,    2,   17.582
 4,  331,    3,   23.109
 4,  331,    4,   23.446
 4,  331,    5,   33.979
 4,  331,   10,   65.541
 4,  331,   15,   93.897
 4,  331,   20,  167.824
 4,  331,   30,  214.916
 4,  331,   40,  310.296
 4,  331,   50,  424.980
 6,  331,    2,   11.125
 6,  331,    3,   13.684
 6,  331,    4,   19.796
 6,  331,    5,   24.617
 6,  331,   10,   54.514
 6,  331,   15,   82.226
 6,  331,   20,  109.429
 6,  331,   30,  173.420
 6,  331,   40,  208.255
 6,  331,   50,  327.101
 8,  331,    2,    8.115
 8,  331,    3,    9.900
 8,  331,    4,   13.109
 8,  331,    5,   23.258
 8,  331,   10,   46.486
 8,  331,   15,   67.146
 8,  331,   20,   94.217
 8,  331,   30,  138.988
 8,  331,   40,  177.150
 8,  331,   50,  252.911
