 1 ,  331 ,    2 ,   81.708:
 1 ,  331 ,    3 ,   94.392:
 1 ,  331 ,    4 ,  114.010:
 1 ,  331 ,    5 ,  124.614:
 1 ,  331 ,   10 ,  137.687:
 1 ,  331 ,   15 ,  135.242:
 1 ,  331 ,   20 ,   66.406:
 1 ,  331 ,   30 ,  186.147:
 1 ,  331 ,   40 ,  177.783:
 1 ,  331 ,   50 ,  192.004:
 2 ,  331 ,    2 ,   21.659:
 2 ,  331 ,    3 ,   30.788:
 2 ,  331 ,    4 ,   39.055:
 2 ,  331 ,    5 ,   44.597:
 2 ,  331 ,   10 ,   82.634:
 2 ,  331 ,   15 ,  130.425:
 2 ,  331 ,   20 ,  165.046:
 2 ,  331 ,   30 ,  206.544:
 2 ,  331 ,   40 ,  267.572:
 2 ,  331 ,   50 ,  308.515:
 4 ,  331 ,    2 ,   15.564:
 4 ,  331 ,    3 ,   17.709:
 4 ,  331 ,    4 ,   22.444:
 4 ,  331 ,    5 ,   31.513:
 4 ,  331 ,   10 ,   61.228:
 4 ,  331 ,   15 ,  100.872:
 4 ,  331 ,   20 ,  105.567:
 4 ,  331 ,   30 ,  205.940:
 4 ,  331 ,   40 ,  359.695:
 4 ,  331 ,   50 ,  359.306:
 6 ,  331 ,    2 ,   12.025:
 6 ,  331 ,    3 ,   14.626:
 6 ,  331 ,    4 ,   18.889:
 6 ,  331 ,    5 ,   25.921:
 6 ,  331 ,   10 ,   52.740:
 6 ,  331 ,   15 ,   81.328:
 6 ,  331 ,   20 ,  110.899:
 6 ,  331 ,   30 ,  163.492:
 6 ,  331 ,   40 ,  241.074:
 6 ,  331 ,   50 ,  283.478:
 8 ,  331 ,    2 ,    6.184:
 8 ,  331 ,    3 ,   10.029:
 8 ,  331 ,    4 ,   16.365:
 8 ,  331 ,    5 ,   21.981:
 8 ,  331 ,   10 ,   49.050:
 8 ,  331 ,   15 ,   61.964:
 8 ,  331 ,   20 ,   94.513:
 8 ,  331 ,   30 ,  160.195:
 8 ,  331 ,   40 ,  179.547:
 8 ,  331 ,   50 ,  238.493:
