 1 ,  331 ,    2 ,   76.647
 1 ,  331 ,    3 ,   96.718
 1 ,  331 ,    4 ,  113.288
 1 ,  331 ,    5 ,  132.474
 1 ,  331 ,   10 ,  161.898
 1 ,  331 ,   15 ,  160.472
 1 ,  331 ,   20 ,  149.126
 1 ,  331 ,   30 ,  161.566
 1 ,  331 ,   40 ,  190.800
 1 ,  331 ,   50 ,  207.688
 2 ,  331 ,    2 ,   26.779
 2 ,  331 ,    3 ,   29.982
 2 ,  331 ,    4 ,   43.014
 2 ,  331 ,    5 ,   49.932
 2 ,  331 ,   10 ,   96.263
 2 ,  331 ,   15 ,  141.715
 2 ,  331 ,   20 ,  136.276
 2 ,  331 ,   30 ,  255.862
 2 ,  331 ,   40 ,  304.347
 2 ,  331 ,   50 ,  313.465
 4 ,  331 ,    2 ,   12.736
 4 ,  331 ,    3 ,   25.997
 4 ,  331 ,    4 ,   25.929
 4 ,  331 ,    5 ,   19.714
 4 ,  331 ,   10 ,   67.760
 4 ,  331 ,   15 ,  101.733
 4 ,  331 ,   20 ,  138.436
 4 ,  331 ,   30 ,  235.158
 4 ,  331 ,   40 ,  294.451
 4 ,  331 ,   50 ,  407.425
 6 ,  331 ,    2 ,   12.759
 6 ,  331 ,    3 ,   17.607
 6 ,  331 ,    4 ,   22.996
 6 ,  331 ,    5 ,   26.717
 6 ,  331 ,   10 ,   51.676
 6 ,  331 ,   15 ,   78.696
 6 ,  331 ,   20 ,  110.675
 6 ,  331 ,   30 ,  178.456
 6 ,  331 ,   40 ,  241.179
 6 ,  331 ,   50 ,  290.708
 8 ,  331 ,    2 ,    5.615
 8 ,  331 ,    3 ,   12.905
 8 ,  331 ,    4 ,   17.068
 8 ,  331 ,    5 ,   22.429
 8 ,  331 ,   10 ,   46.243
 8 ,  331 ,   15 ,   67.357
 8 ,  331 ,   20 ,  103.827
 8 ,  331 ,   30 ,  141.483
 8 ,  331 ,   40 ,  192.271
 8 ,  331 ,   50 ,  151.717
